Age,Budget,Interet,Duree,Climat,Type_Voyage,Saison,Nationalite,Activite,Destination
60,4989.0,Culture,15,Désertique,Famille,Hiver,Brésilien,Musée,Paris
32,6042.0,Shopping,10,Désertique,Amis,Automne,Brésilien,Tango,Buenos Aires
26,2856.0,Culture,14,Chaud,Amis,Hiver,Américain,Ski,Rome
69,2920.0,Culture,10,Froid,Amis,Automne,Français,Histoire,Prague
26,7338.0,Cultuer,8,Tempéré,Solo,Automne,Britannique,Gastronomie,Tokyo
34,5232.0,Nature,8,Froid,Famille,Été,Français,Surf,Reykjavik
53,4856.0,Nature,12,Froid,Couple,Automne,Japonais,Musée,Reykjavik
25,5828.0,Plage,18,Froid,Amis,Hiver,Canadien,Architecture,Barcelone
30,1910.0,Plage,18,Tempéré,Famille,Printemps,Français,Romance,Rio de Janeiro
56,5746.0,Culture,5,Froid,Famille,Hiver,Allemand,Randonnée,Prague
41,1040.0,Aventure,20,Désertique,Amis,Été,Indien,Romance,Machu Picchu
51,4679.0,Aventure,14,Tempéré,Couple,Été,Indien,Musique,Machu Picchu
69,4358.0,Plage,9,Chaud,Amis,Automne,Chinois,Musique,Santorin
33,1174.0,Shopping,10,Désertique,Famille,Été,Chinois,Photographie,Santorin
18,,Cultuer,20,Désertique,Amis,Hiver,Canadien,Carnaval,Rio de Janeiro
18,2862.0,Aventure,5,Désertique,Famille,Automne,Indien,Ski,Queenstown
63,6440.0,Histoire,8,Désertique,Couple,Hiver,Canadien,Photographie,Santorin
48,3441.0,Aventure,18,Froid,Famille,Hiver,Américain,Musée,Londres
30,3269.0,Shopping,17,Chaud,Solo,Été,Français,Surf,Bali
42,2306.0,Histoire,10,Désertique,Amis,Hiver,Français,Randonnée,Machu Picchu
47,4390.0,Nature,4,Chaud,Solo,Été,Chinois,Romance,Reykjavik
35,1859.0,Culture,4,Désertique,Famille,Automne,Allemand,Randonnée,Prague
38,2692.0,Culture,15,Froid,Solo,Été,Indien,Carnaval,Vienne
28,6243.0,Ville,20,Chaud,Solo,Été,Canadien,Carnaval,Sydney
60,7821.0,Cultuer,16,Froid,Famille,Printemps,Britannique,Gastronomie,Tokyo
44,4557.0,Gastronomie,10,Chaud,Couple,Printemps,Brésilien,Tango,Sydney
34,3244.0,Nature,8,Froid,Solo,Été,Américain,Shopping,Reykjavik
61,1048.0,Histoire,12,Désertique,Couple,Printemps,Brésilien,Tango,Buenos Aires
62,5140.0,Plage,10,Désertique,Couple,Automne,Français,Musique,Santorin
61,3403.0,Culture,19,Froid,Solo,Printemps,Japonais,Surf,Vienne
20,7479.0,Histoire,9,Froid,Famille,Hiver,Américain,Musée,Londres
52,6290.0,Culture,14,Froid,Solo,Été,Américain,Ski,Queenstown
60,2225.0,Culture,16,Froid,Solo,Été,Indien,Architecture,Prague
52,3843.0,Gastronomie,3,Désertique,Couple,Été,Américain,Ski,Queenstown
50,,Cultuer,16,Tempéré,Amis,Été,Indien,Aurores boréales,Reykjavik
19,6065.0,Plage,18,Désertique,Solo,Été,Français,Randonnée,Santorin
63,3406.0,Histoire,18,Chaud,Solo,Printemps,Chinois,Opéra,Sydney
43,3830.0,Aventure,10,Tempéré,Amis,Automne,Français,Aurores boréales,Machu Picchu
69,6495.0,Nature,16,Froid,Famille,Printemps,Chinois,Randonnée,Le Cap
43,3043.0,Histoire,10,Désertique,Amis,Automne,Brésilien,Histoire,Istanbul
19,6483.0,Gastronomie,19,Froid,Couple,Été,Américain,Carnaval,Queenstown
69,1564.0,Ville,7,Désertique,Amis,Printemps,Allemand,Opéra,Sydney
67,3089.0,Plage,16,Chaud,Famille,Hiver,Indien,Surf,Bali
53,6847.0,Culture,14,Chaud,Amis,Automne,Canadien,Carnaval,Rome
51,7316.0,Cultuer,19,Désertique,Amis,Hiver,Britannique,Randonnée,
51,7316.0,Cultuer,19,Désertique,Amis,Hiver,Britannique,Randonnée,Dubai
36,5394.0,Histoire,9,Chaud,Famille,Printemps,Américain,Histoire,Rome
29,6385.0,Ville,7,Froid,Solo,Automne,Australien,Tango,Londres
31,4959.0,Shopping,7,Tempéré,Couple,Été,Japonais,Architecture,Le Cap
22,6182.0,Culture,7,Chaud,Amis,Automne,Indien,Surf,Rome
40,4895.0,Gastronomie,9,Froid,Famille,Hiver,Chinois,Gastronomie,Reykjavik
23,4143.0,Nature,11,Froid,Famille,Automne,Chinois,Architecture,Reykjavik
51,3625.0,Plage,15,Chaud,Couple,Automne,Australien,Aurores boréales,Santorin
18,3585.0,Shopping,13,Froid,Solo,Printemps,Américain,Randonnée,Machu Picchu
47,1716.0,Nature,16,Chaud,Amis,Automne,Japonais,Romance,Le Cap
18,,Cultuer,12,Désertique,Famille,Automne,Indien,Architecture,Barcelone
33,4410.0,Shopping,13,Tempéré,Amis,Hiver,Allemand,Aurores boréales,Reykjavik
52,5954.0,Nature,15,Froid,Famille,Printemps,Allemand,Randonnée,Le Cap
44,6235.0,Aventure,18,Chaud,Solo,Printemps,Indien,Tango,Queenstown
65,1490.0,Shopping,12,Désertique,Amis,Été,Allemand,Musique,Vienne
55,6087.0,Shopping,13,Désertique,Couple,Hiver,Australien,Architecture,Barcelone
29,3357.0,Nature,3,Désertique,Famille,Été,Japonais,Photographie,Le Cap
60,7683.0,Ville,17,Tempéré,Couple,Été,Indien,Musique,New York
65,1501.0,Nature,11,Désertique,Couple,Printemps,Indien,Surf,Bali
68,4835.0,Plage,20,Froid,Amis,Hiver,Britannique,Architecture,Barcelone
20,7963.0,Cultuer,14,Chaud,Solo,Printemps,Chinois,Musique,Vienne
53,2926.0,Nature,7,Froid,Couple,Hiver,Canadien,Gastronomie,Reykjavik
24,5484.0,Gastronomie,14,Tempéré,Couple,Hiver,Français,Architecture,New York
29,4004.0,Histoire,3,Froid,Solo,Automne,Australien,Surf,Reykjavik
45,5707.0,Ville,4,Froid,Famille,Printemps,Japonais,Architecture,Londres
34,5834.0,Histoire,3,Froid,Amis,Automne,Allemand,Ski,Queenstown
22,4373.0,Culture,20,Tempéré,Solo,Printemps,Allemand,Surf,Venise
60,6784.0,Histoire,7,Chaud,Solo,Automne,Allemand,Carnaval,Rio de Janeiro
33,2033.0,Nature,19,Chaud,Famille,Automne,Brésilien,Photographie,Santorin
24,6163.0,Aventure,17,Tempéré,Amis,Hiver,Chinois,Tango,Machu Picchu
18,,Cultuer,14,Tempéré,Amis,Automne,Indien,Carnaval,Rio de Janeiro
19,7182.0,Culture,11,Tempéré,Amis,Été,Britannique,Aurores boréales,Tokyo
33,7638.0,Nature,20,Désertique,Solo,Automne,Français,Tango,Reykjavik
50,1976.0,Ville,5,Tempéré,Amis,Automne,Américain,Randonnée,Lisbonne
38,4004.0,Shopping,13,Tempéré,Amis,Hiver,Allemand,Shopping,New York
24,2522.0,Ville,11,Tempéré,Solo,Été,Australien,Ski,Lisbonne
23,3245.0,Gastronomie,11,Chaud,Famille,Automne,Indien,Gastronomie,Bangkok
31,1519.0,Aventure,10,Désertique,Amis,Printemps,Canadien,Musique,Machu Picchu
26,4001.0,Histoire,19,Désertique,Couple,Automne,Japonais,Surf,Bali
62,3106.0,Plage,4,Chaud,Solo,Printemps,Japonais,Carnaval,Rio de Janeiro
63,7202.0,Cultuer,14,Désertique,Solo,Printemps,Australien,Surf,Dubai
28,1492.0,Aventure,19,Froid,Couple,Automne,Japonais,Shopping,Queenstown
38,7401.0,Aventure,12,Tempéré,Famille,Été,Allemand,Randonnée,Machu Picchu
27,6139.0,Ville,12,Désertique,Solo,Automne,Britannique,Architecture,Dubai
44,4220.0,Gastronomie,4,Désertique,Couple,Été,Indien,Musée,Londres
63,2825.0,Plage,3,Tempéré,Amis,Été,Australien,Surf,Bali
20,6836.0,Histoire,13,Tempéré,Famille,Hiver,Américain,Gastronomie,Tokyo
27,6705.0,Aventure,14,Chaud,Famille,Printemps,Français,Opéra,Sydney
37,2690.0,Culture,10,Chaud,Famille,Hiver,Français,Romance,Venise
19,4021.0,Plage,15,Chaud,Amis,Été,Britannique,Shopping,Santorin
64,,Cultuer,3,Tempéré,Famille,Automne,Allemand,Shopping,
64,,Cultuer,3,Tempéré,Famille,Automne,Allemand,Shopping,New York
44,2130.0,Gastronomie,4,Désertique,Famille,Été,Français,Gastronomie,Lisbonne
22,5705.0,Nature,11,Froid,Couple,Automne,Japonais,Randonnée,Le Cap
61,5716.0,Nature,14,Froid,Solo,Hiver,Allemand,Gastronomie,Reykjavik
26,3648.0,Gastronomie,13,Froid,Couple,Hiver,Britannique,Tango,Buenos Aires
69,4920.0,Ville,3,Chaud,Amis,Hiver,Brésilien,Randonnée,Sydney
24,6487.0,Histoire,16,Désertique,Solo,Hiver,Indien,Aurores boréales,Reykjavik
49,2773.0,Histoire,10,Tempéré,Couple,Été,Canadien,Opéra,Istanbul
36,1414.0,Nature,9,Chaud,Amis,Printemps,Britannique,Gastronomie,Hanoï
22,3001.0,Aventure,10,Tempéré,Couple,Été,Allemand,Ski,Machu Picchu
69,1098.0,Cultuer,8,Tempéré,Solo,Printemps,Indien,Photographie,Santorin
42,3883.0,Nature,9,Froid,Couple,Hiver,Chinois,Carnaval,Reykjavik
26,5842.0,Nature,13,Chaud,Couple,Printemps,Brésilien,Opéra,Sydney
68,2526.0,Shopping,8,Froid,Solo,Printemps,Indien,Romance,Venise
28,1373.0,Histoire,4,Tempéré,Amis,Automne,Indien,Carnaval,Rio de Janeiro
19,7203.0,Shopping,18,Désertique,Couple,Hiver,Britannique,Architecture,Dubai
43,1090.0,Gastronomie,16,Chaud,Solo,Automne,Canadien,Architecture,Barcelone
58,5394.0,Shopping,16,Chaud,Amis,Automne,Japonais,Architecture,Barcelone
25,1071.0,Aventure,18,Désertique,Couple,Été,Australien,Surf,Bali
18,5323.0,Shopping,4,Tempéré,Solo,Automne,Américain,Architecture,New York
57,,Cultuer,18,Froid,Solo,Hiver,Indien,Photographie,Santorin
43,7048.0,Aventure,8,Désertique,Famille,Automne,Allemand,Randonnée,Machu Picchu
58,6405.0,Shopping,14,Chaud,Couple,Été,Britannique,Ski,Queenstown
28,3318.0,Culture,17,Chaud,Famille,Hiver,Japonais,Histoire,Rome
57,1668.0,Aventure,15,Chaud,Couple,Été,Allemand,Romance,Machu Picchu
34,7877.0,Histoire,10,Chaud,Couple,Printemps,Britannique,Surf,Bali
19,4947.0,Gastronomie,14,Froid,Famille,Automne,Canadien,Musique,Vienne
28,7868.0,Plage,13,Désertique,Famille,Hiver,Chinois,Photographie,Santorin
40,4098.0,Nature,20,Tempéré,Couple,Été,Brésilien,Randonnée,Le Cap
21,1650.0,Shopping,5,Désertique,Amis,Automne,Américain,Shopping,Dubai
61,6932.0,Cultuer,11,Tempéré,Solo,Été,Indien,Musée,Paris
45,6135.0,Aventure,8,Chaud,Amis,Été,Japonais,Histoire,Queenstown
56,5976.0,Nature,4,Froid,Famille,Printemps,Américain,Histoire,Reykjavik
42,3224.0,Aventure,6,Chaud,Couple,Printemps,Brésilien,Romance,Machu Picchu
69,2776.0,Plage,5,Désertique,Couple,Hiver,Chinois,Musique,Barcelone
65,3740.0,Histoire,3,Désertique,Solo,Hiver,Japonais,Histoire,Istanbul
30,4321.0,Nature,14,Tempéré,Amis,Hiver,Français,Tango,Le Cap
66,4290.0,Gastronomie,15,Chaud,Amis,Été,Allemand,Musique,Vienne
64,6400.0,Ville,9,Chaud,Famille,Été,Chinois,Musique,Sydney
60,1699.0,Nature,3,Tempéré,Couple,Été,Français,Romance,Le Cap
55,,Cultuer,13,Froid,Amis,Été,Chinois,Surf,Bali
27,6928.0,Shopping,9,Désertique,Couple,Hiver,Britannique,Musique,Vienne
58,1546.0,Plage,14,Tempéré,Couple,Hiver,Canadien,Carnaval,Rio de Janeiro
22,7021.0,Aventure,20,Froid,Amis,Automne,Japonais,Histoire,Queenstown
45,6027.0,Gastronomie,11,Tempéré,Famille,Été,Australien,Romance,Venise
37,6287.0,Aventure,5,Tempéré,Famille,Automne,Indien,Carnaval,Machu Picchu
39,3490.0,Plage,5,Désertique,Famille,Automne,Canadien,Carnaval,Rio de Janeiro
36,5067.0,Gastronomie,18,Tempéré,Solo,Été,Allemand,Ski,Queenstown
69,6132.0,Shopping,11,Chaud,Couple,Hiver,Australien,Shopping,Marrakech
64,4934.0,Plage,8,Tempéré,Solo,Hiver,Japonais,Tango,Buenos Aires
45,4676.0,Cultuer,17,Désertique,Solo,Automne,Britannique,Randonnée,
45,4676.0,Cultuer,17,Désertique,Solo,Automne,Britannique,Randonnée,Le Cap
68,3537.0,Aventure,3,Tempéré,Amis,Printemps,Canadien,Musique,Machu Picchu
23,6050.0,Aventure,15,Chaud,Famille,Été,Canadien,Musée,Queenstown
31,7739.0,Gastronomie,5,Chaud,Famille,Hiver,Chinois,Musique,Vienne
46,1181.0,Aventure,12,Chaud,Famille,Automne,Français,Musée,Machu Picchu
47,6947.0,Culture,20,Désertique,Amis,Automne,Brésilien,Architecture,Tokyo
35,4583.0,Nature,12,Chaud,Solo,Hiver,Australien,Tango,Reykjavik
27,7127.0,Aventure,15,Froid,Solo,Printemps,Américain,Musique,Queenstown
68,1522.0,Aventure,17,Chaud,Amis,Été,Chinois,Ski,Queenstown
65,1287.0,Ville,14,Désertique,Famille,Printemps,Chinois,Ski,Dubai
19,,Cultuer,16,Désertique,Couple,Automne,Japonais,Ski,Queenstown
27,2146.0,Gastronomie,11,Chaud,Famille,Hiver,Indien,Musique,Vienne
68,4329.0,Aventure,6,Tempéré,Solo,Hiver,Britannique,Ski,Queenstown
54,2712.0,Shopping,3,Désertique,Solo,Printemps,Indien,Tango,Buenos Aires
46,5636.0,Gastronomie,12,Désertique,Solo,Été,Britannique,Surf,Bali
66,5911.0,Ville,12,Tempéré,Solo,Printemps,Australien,Architecture,New York
54,5158.0,Gastronomie,17,Désertique,Amis,Été,Canadien,Musique,Vienne
51,1798.0,Histoire,20,Chaud,Amis,Printemps,Canadien,Ski,Bangkok
56,5475.0,Culture,15,Tempéré,Solo,Printemps,Japonais,Histoire,Kyoto
69,4079.0,Culture,4,Tempéré,Amis,Printemps,Américain,Romance,Venise
19,3958.0,Cultuer,12,Chaud,Amis,Automne,Brésilien,Randonnée,Le Cap
53,3069.0,Ville,6,Chaud,Couple,Automne,Chinois,Carnaval,Bangkok
42,1780.0,Aventure,16,Chaud,Amis,Hiver,Allemand,Architecture,Barcelone
43,7175.0,Nature,9,Tempéré,Couple,Printemps,Indien,Carnaval,Le Cap
33,7948.0,Plage,18,Désertique,Amis,Hiver,Canadien,Shopping,Dubai
60,7137.0,Ville,14,Froid,Famille,Automne,Brésilien,Histoire,Berlin
22,1343.0,Gastronomie,6,Froid,Couple,Automne,Chinois,Aurores boréales,Reykjavik
63,1610.0,Gastronomie,16,Froid,Famille,Automne,Australien,Carnaval,Rio de Janeiro
25,2575.0,Histoire,20,Chaud,Famille,Été,Français,Tango,Buenos Aires
40,5206.0,Culture,8,Froid,Amis,Automne,Brésilien,Surf,Vienne
21,,Cultuer,15,Froid,Amis,Automne,Britannique,Musique,Vienne
49,5130.0,Shopping,15,Chaud,Amis,Hiver,Brésilien,Architecture,Barcelone
24,7131.0,Gastronomie,3,Désertique,Couple,Printemps,Américain,Ski,Queenstown
19,7237.0,Culture,9,Désertique,Amis,Automne,Canadien,Musique,Vienne
50,4018.0,Culture,8,Chaud,Amis,Hiver,Britannique,Shopping,Marrakech
60,7591.0,Culture,19,Tempéré,Solo,Été,Américain,Photographie,Tokyo
36,1754.0,Plage,4,Froid,Amis,Été,Français,Photographie,Santorin
67,2857.0,Plage,9,Désertique,Famille,Été,Canadien,Shopping,Barcelone
28,6742.0,Gastronomie,11,Chaud,Couple,Automne,Australien,Randonnée,Machu Picchu
49,2037.0,Gastronomie,3,Froid,Solo,Été,Chinois,Histoire,Prague
49,1256.0,Cultuer,15,Chaud,Famille,Printemps,Japonais,Randonnée,Marrakech
21,1663.0,Histoire,14,Désertique,Amis,Printemps,Brésilien,Opéra,Sydney
32,4783.0,Plage,10,Chaud,Solo,Hiver,Allemand,Randonnée,Santorin
64,6476.0,Shopping,9,Froid,Famille,Hiver,Allemand,Tango,Queenstown
43,2464.0,Culture,18,Tempéré,Solo,Printemps,Canadien,Surf,Buenos Aires
25,5258.0,Plage,7,Tempéré,Solo,Hiver,Français,Shopping,New York
46,2516.0,Nature,4,Tempéré,Couple,Hiver,Indien,Opéra,Le Cap
65,6874.0,Ville,4,Tempéré,Solo,Printemps,Britannique,Shopping,New York
55,2445.0,Culture,11,Froid,Couple,Hiver,Américain,Randonnée,Prague
62,4130.0,Histoire,11,Tempéré,Solo,Hiver,Américain,Opéra,Sydney
20,,Cultuer,16,Froid,Famille,Printemps,Chinois,Carnaval,
20,,Cultuer,16,Froid,Famille,Printemps,Chinois,Carnaval,Rio de Janeiro
41,7078.0,Culture,13,Tempéré,Couple,Automne,Japonais,Surf,Tokyo
49,1477.0,Gastronomie,16,Froid,Solo,Été,Américain,Romance,Prague
53,3159.0,Ville,4,Chaud,Couple,Automne,Chinois,Surf,Bangkok
19,5547.0,Culture,15,Chaud,Amis,Hiver,Allemand,Carnaval,Rome
18,2841.0,Plage,4,Chaud,Amis,Automne,Chinois,Histoire,Barcelone
44,6288.0,Shopping,3,Chaud,Famille,Été,Américain,Aurores boréales,Reykjavik
24,3415.0,Shopping,6,Chaud,Amis,Été,Britannique,Ski,Santorin
60,7560.0,Ville,4,Froid,Amis,Été,Japonais,Musique,Londres
60,1335.0,Shopping,14,Froid,Couple,Automne,Américain,Gastronomie,Hanoï
26,3469.0,Cultuer,3,Froid,Solo,Hiver,Allemand,Shopping,Londres
30,3216.0,Histoire,16,Froid,Solo,Printemps,Américain,Opéra,Amsterdam
23,7252.0,Ville,7,Chaud,Couple,Été,Japonais,Surf,Sydney
63,1328.0,Nature,6,Désertique,Solo,Hiver,Indien,Architecture,Barcelone
43,5244.0,Histoire,4,Froid,Couple,Automne,Chinois,Architecture,Queenstown
30,7693.0,Shopping,19,Tempéré,Amis,Hiver,Américain,Randonnée,Machu Picchu
25,6707.0,Histoire,12,Froid,Couple,Printemps,Brésilien,Gastronomie,Tokyo
24,4563.0,Nature,5,Désertique,Famille,Printemps,Japonais,Romance,Reykjavik
47,7210.0,Gastronomie,13,Chaud,Solo,Automne,Allemand,Opéra,Sydney
29,1497.0,Culture,14,Désertique,Couple,Automne,Canadien,Randonnée,Hanoï
67,,Cultuer,7,Désertique,Famille,Printemps,Brésilien,Histoire,Rome
21,5120.0,Ville,11,Chaud,Amis,Printemps,Brésilien,Architecture,Sydney
53,7201.0,Culture,6,Froid,Solo,Été,Britannique,Surf,Prague
64,2067.0,Shopping,9,Tempéré,Couple,Automne,Australien,Gastronomie,Lisbonne
26,7082.0,Nature,20,Désertique,Couple,Printemps,Britannique,Shopping,Dubai
64,2059.0,Culture,14,Tempéré,Famille,Automne,Japonais,Musée,Paris
46,1432.0,Aventure,18,Tempéré,Couple,Printemps,Indien,Aurores boréales,Machu Picchu
21,3059.0,Shopping,12,Chaud,Couple,Hiver,Japonais,Architecture,Barcelone
38,6546.0,Ville,15,Désertique,Couple,Été,Britannique,Opéra,Sydney
21,4945.0,Culture,14,Chaud,Solo,Hiver,Indien,Musique,Vienne
19,4795.0,Cultuer,6,Désertique,Famille,Printemps,Indien,Surf,Bali
54,5232.0,Shopping,15,Chaud,Amis,Hiver,Chinois,Photographie,Santorin
26,5975.0,Shopping,4,Froid,Amis,Été,Français,Tango,Queenstown
57,4906.0,Culture,17,Chaud,Famille,Printemps,Français,Ski,Rome
44,1721.0,Culture,4,Désertique,Amis,Printemps,Canadien,Photographie,Hanoï
65,4828.0,Nature,11,Désertique,Couple,Printemps,Britannique,Tango,Reykjavik
65,4335.0,Nature,19,Désertique,Solo,Été,Canadien,Histoire,Reykjavik
57,7723.0,Shopping,5,Désertique,Couple,Hiver,Américain,Ski,Dubai
28,6969.0,Ville,6,Désertique,Couple,Printemps,Britannique,Carnaval,Dubai
36,1310.0,Gastronomie,16,Chaud,Amis,Printemps,Allemand,Gastronomie,Hanoï
69,,Cultuer,8,Froid,Amis,Printemps,Canadien,Romance,Venise
48,3798.0,Nature,17,Tempéré,Couple,Hiver,Canadien,Romance,Le Cap
39,4762.0,Nature,17,Chaud,Solo,Hiver,Allemand,Romance,Reykjavik
26,7971.0,Nature,17,Tempéré,Famille,Printemps,Américain,Architecture,Le Cap
53,4515.0,Shopping,6,Chaud,Famille,Printemps,Indien,Shopping,Marrakech
48,6469.0,Culture,7,Chaud,Famille,Hiver,Brésilien,Opéra,Sydney
54,5626.0,Aventure,19,Désertique,Famille,Hiver,Australien,Opéra,Queenstown
49,2602.0,Shopping,19,Chaud,Famille,Printemps,Canadien,Ski,Rome
53,1647.0,Culture,14,Désertique,Couple,Été,Britannique,Musée,Paris
60,1965.0,Shopping,10,Désertique,Famille,Hiver,Allemand,Histoire,Prague
30,1079.0,Cultuer,14,Tempéré,Amis,Printemps,Brésilien,Tango,
30,1079.0,Cultuer,14,Tempéré,Amis,Printemps,Brésilien,Tango,Buenos Aires
30,7804.0,Plage,17,Chaud,Amis,Printemps,Britannique,Carnaval,Rio de Janeiro
66,7525.0,Shopping,18,Chaud,Famille,Automne,Indien,Opéra,Sydney
23,5228.0,Plage,15,Chaud,Amis,Été,Allemand,Musique,Santorin
55,7753.0,Shopping,18,Désertique,Solo,Été,Brésilien,Ski,Dubai
42,1827.0,Aventure,13,Chaud,Couple,Printemps,Canadien,Aurores boréales,Machu Picchu
36,4610.0,Culture,10,Tempéré,Amis,Automne,Indien,Surf,Venise
65,2737.0,Gastronomie,10,Froid,Solo,Hiver,Canadien,Opéra,Berlin
23,7652.0,Plage,16,Chaud,Solo,Été,Japonais,Photographie,Santorin
38,3519.0,Ville,20,Tempéré,Solo,Été,Allemand,Ski,Lisbonne
32,,Cultuer,20,Froid,Famille,Printemps,Indien,Musée,Londres
60,1737.0,Ville,6,Froid,Couple,Printemps,Britannique,Tango,Berlin
18,6110.0,Aventure,9,Chaud,Solo,Automne,Indien,Tango,Queenstown
50,4196.0,Plage,6,Tempéré,Famille,Été,Chinois,Opéra,Santorin
33,6673.0,Ville,8,Chaud,Solo,Automne,Australien,Architecture,Sydney
38,5795.0,Nature,16,Désertique,Amis,Printemps,Britannique,Opéra,Reykjavik
24,1570.0,Culture,14,Tempéré,Solo,Printemps,Brésilien,Aurores boréales,Mexico
45,3754.0,Aventure,4,Désertique,Famille,Hiver,Indien,Gastronomie,Machu Picchu
55,7269.0,Ville,14,Désertique,Amis,Automne,Français,Musique,Dubai
65,2463.0,Gastronomie,6,Tempéré,Amis,Printemps,Brésilien,Photographie,Santorin
66,1549.0,Cultuer,12,Tempéré,Amis,Automne,Chinois,Musique,Vienne
33,7264.0,Histoire,19,Tempéré,Famille,Automne,Britannique,Opéra,Tokyo
27,7793.0,Nature,19,Désertique,Amis,Printemps,Britannique,Tango,Reykjavik
34,1499.0,Culture,4,Chaud,Solo,Été,Japonais,Musée,Paris
52,7880.0,Aventure,11,Chaud,Famille,Automne,Japonais,Ski,Queenstown
63,1820.0,Shopping,18,Tempéré,Amis,Automne,Indien,Architecture,Barcelone
47,2201.0,Aventure,4,Froid,Solo,Printemps,Japonais,Histoire,Prague
59,4045.0,Ville,20,Froid,Couple,Été,Brésilien,Aurores boréales,Londres
43,4120.0,Gastronomie,11,Désertique,Couple,Printemps,Japonais,Randonnée,Le Cap
19,4633.0,Histoire,14,Chaud,Amis,Été,Français,Photographie,Santorin
57,,Cultuer,4,Chaud,Famille,Automne,Japonais,Tango,Buenos Aires
50,2252.0,Aventure,20,Froid,Famille,Été,Indien,Musique,Vienne
45,4113.0,Culture,11,Désertique,Couple,Hiver,Indien,Romance,Venise
25,2461.0,Shopping,13,Tempéré,Couple,Hiver,Allemand,Musique,Vienne
44,6129.0,Ville,15,Désertique,Couple,Été,Canadien,Romance,Dubai
18,6238.0,Shopping,8,Froid,Famille,Été,Allemand,Photographie,Queenstown
58,1413.0,Aventure,8,Chaud,Couple,Automne,Brésilien,Histoire,Le Caire
51,4093.0,Shopping,15,Chaud,Famille,Printemps,Canadien,Shopping,Marrakech
25,1173.0,Plage,13,Froid,Famille,Hiver,Japonais,Architecture,Barcelone
21,3338.0,Culture,3,Tempéré,Couple,Printemps,Français,Aurores boréales,Venise
55,2200.0,Cultuer,9,Froid,Couple,Hiver,Britannique,Musique,Vienne
43,4706.0,Histoire,8,Froid,Solo,Été,Français,Musique,Vienne
64,4378.0,Culture,12,Tempéré,Amis,Été,Canadien,Tango,Buenos Aires
47,2747.0,Plage,11,Froid,Famille,Printemps,Allemand,Musée,Amsterdam
66,7374.0,Gastronomie,12,Froid,Amis,Hiver,Canadien,Surf,Bali
19,6222.0,Aventure,11,Chaud,Solo,Printemps,Indien,Opéra,Sydney
40,5580.0,Aventure,7,Chaud,Amis,Printemps,Américain,Shopping,Queenstown
21,3624.0,Nature,5,Chaud,Amis,Été,Chinois,Surf,Le Cap
59,6078.0,Histoire,16,Désertique,Amis,Automne,Allemand,Aurores boréales,Reykjavik
63,2298.0,Gastronomie,9,Tempéré,Famille,Automne,Brésilien,Shopping,New York
44,,Cultuer,11,Froid,Solo,Été,Français,Gastronomie,
44,,Cultuer,11,Froid,Solo,Été,Français,Gastronomie,Tokyo
58,3242.0,Culture,13,Chaud,Couple,Automne,Américain,Histoire,Rome
19,4159.0,Culture,3,Désertique,Couple,Automne,Indien,Gastronomie,Tokyo
29,4382.0,Aventure,18,Froid,Amis,Automne,Français,Opéra,Queenstown
59,6400.0,Histoire,7,Désertique,Amis,Printemps,Australien,Tango,Buenos Aires
65,3213.0,Aventure,6,Désertique,Couple,Printemps,Britannique,Opéra,Machu Picchu
48,1416.0,Histoire,8,Chaud,Couple,Automne,Français,Randonnée,Bali
18,2893.0,Culture,14,Tempéré,Famille,Été,Canadien,Musique,Vienne
44,7300.0,Culture,6,Chaud,Solo,Printemps,Indien,Randonnée,Rome
21,1059.0,Ville,13,Désertique,Solo,Printemps,Américain,Romance,Dubai
53,7585.0,Cultuer,6,Froid,Famille,Été,Brésilien,Gastronomie,Tokyo
25,4869.0,Plage,6,Désertique,Amis,Printemps,Indien,Shopping,Dubai
67,4668.0,Aventure,4,Froid,Famille,Été,Américain,Shopping,Queenstown
36,4637.0,Culture,20,Froid,Famille,Printemps,Chinois,Randonnée,Vienne
46,4681.0,Gastronomie,6,Froid,Solo,Hiver,Allemand,Ski,Queenstown
56,3317.0,Histoire,19,Chaud,Solo,Automne,Allemand,Musique,Vienne
18,7697.0,Culture,10,Chaud,Famille,Printemps,Britannique,Romance,Venise
65,3092.0,Aventure,3,Chaud,Solo,Hiver,Brésilien,Gastronomie,Bangkok
38,5840.0,Shopping,16,Tempéré,Famille,Automne,Chinois,Architecture,New York
66,1282.0,Histoire,20,Froid,Amis,Automne,Japonais,Tango,Buenos Aires
28,,Cultuer,14,Tempéré,Solo,Été,Chinois,Surf,Bali
52,5230.0,Ville,20,Froid,Amis,Automne,Britannique,Gastronomie,Bangkok
33,5627.0,Plage,5,Désertique,Solo,Hiver,Britannique,Musique,Santorin
44,5878.0,Shopping,13,Froid,Famille,Printemps,Indien,Photographie,Queenstown
25,7194.0,Culture,13,Désertique,Famille,Automne,Brésilien,Musique,Vienne
47,5012.0,Shopping,19,Froid,Couple,Été,Français,Tango,Queenstown
56,4382.0,Shopping,3,Désertique,Amis,Été,Américain,Shopping,Dubai
46,7275.0,Plage,13,Tempéré,Solo,Automne,Britannique,Musée,Paris
31,5814.0,Gastronomie,6,Chaud,Amis,Été,Australien,Shopping,Marrakech
21,3089.0,Shopping,19,Froid,Couple,Printemps,Américain,Histoire,Berlin
45,3913.0,Cultuer,12,Désertique,Solo,Automne,Brésilien,Ski,Queenstown
